upuq  u-'puq
möcizidur  m@'-dZI-zI-'dur
kölimi  k@'-LI-'mI
çoñi  tSo-'NI
pir'evin  pIr-'e-'vIn
xuf  xuf
qahireniñ  qa-hI-re-'nIN
cenubida  dZe-nu-bI-'da
gizaéhramidur  gI-za-@h-ra-mI-'dur
mézozoy  m@-zo-'zoj
érasiğ  @-ra-'sIG
teve  te-'ve
şuyluñ'uzavorni  Suj-LuN-'u-za-vor-'nI
pailantug  pa-I-Lan-'tug
pirjivliskiy  pIr-ZIv-LIs-'kIj
yünnenniñ  jyn-nen-'nIN
lofiñ  Lo-'fIN
şeherde  Se-her-'de
demeşq  dem-'eSq
kolombo  ko-Lom-'bo
añkor  aN-'kor
bağda  baG-'da
bangkok  bangkok
féz  f@z
xartum  xar-'tum
nyu  nju
york  jork
fransisko  fran-sIs-'ko
séattlé  s@attL@
kelgenler  keL-gen--'nLer
quşlarniñ  quS-Lar-'nIN
simvulluq  sIm-vuL-'Luq
menisi  me-nI-'sI
reñgini  reN-gI-'nI
öñütmigen  @'-Nyt-mI-'gen
asasta  a-sas-'ta
foliklurida  fo-LIk-Lu-rI-'da
qatlamlirida  qat-Lam-LI-rI-'da
ipadisini  I-pa-dI-sI-'nI
yéziq  j@-'zIq
alaqilişiş  a-La-qI-LI-'SIS
éhtiyaciniñ  @h-tI-ja-dZI-'nIN
çiqipla  tSI-qIp-'La
yaruq  ja-'ruq
çüştani  tSyS-ta-'nI
ilik  I-'LIk
big  bIg
xatirilidi  xa-tI-rI-LI-'dI
sulfadnilamid  suL-fad-nI-La-'mId
istimal  Is-tI-'maL
suni  su-'nI
içiş  I-'tSIS
zerdab  zer-'dab
vey  vej
téjliqma  t@Z-LIq-'ma
dilşad  dIL-'Sad
télifonni  t@-LI-fon-'nI
dostiğa  dos-tI-'Ga
pediside  pe-dI-sI-'de
subutay  su-bu-'taj
azuv  a-'zuv
déñiziğa  d@-NI-zI-'Ga
quyulidiğan  qu-ju-LI-dI-'Gan
qalqa  qaL-'qa
boyida  bo-jI-'da
qipçaqlarni  qIp-tSaq-Lar-'nI
kénezliriniñ  k@-nez-LI-rI-'nIN
tarmar  tar-'mar
zamandiki  za-man-dI-'kI
töbrük  t@'b-'ryk
zamanda  za-man-'da
cenbozengiçe  dZen-bo-zen-gI-'tSe
mexmut  mex-'mut
qeşqiri  qeS-qI-'rI
hacip  ha-'dZIp
bovilirimizniñ  bo-vI-LI-rI-mIz-'nIN
uyğurliqini  uj-Gur-LI-qI-'nI
ispatlimaq  Is-pat-LI-'maq
alimlirimiz  a-LIm-LI-rI-'mIz
tartmidi  tart-mI-'dI
tartmaqta  tartmaqta
levliri  Lev-LI-'rI
terge  ter-'ge
çihrige  tSIh-rI-'ge
çayni  tSaj-'nI
aniğa  a-nI-'Ga
uzatti  u-zat-'tI
qoşma  qoS-'ma
ştatlar  Stat-'Lar
zogbiy  zog-'bIj
apparati  ap-pa-ra-'tI
amérikiliqlar  a-m@-rI-kI-LIq-'Lar
cuñgoni  dZuN-go-'nI
riqabetçimiz  rI-qa-bet-tSI-'mIz
qaravétiptu  qa-ra-v@-tIp-'tu
idarisidiki  I-da-rI-sI-dI-'kI
xépnérniñ  x@p-n@r-'nIN
türini  ty-rI-'nI
qoyuştiki  qo-juS-tI-'kI
boşluqida  boS-Lu-qI-'da
barğandiki  bar-Gan-dI-'kI
éhtimali  @h-tI-ma-'LI
xeterlerni  xe-ter-Ler-'nI
igileş  I-gI-'LeS
içkirdiki  ItS-kIr-dI-'kI
sergendanliq  ser-gen-dan-'LIq
abdixév'irniñ  ab-dI-x@v-'Ir-'nIN
aldidin  aL-dI-'dIn
kino  kI-'no
lintisidek  LIn-tI-sI-'dek
nediym  ned-'Ijm
şielerniñ  SI-e-Ler-'nIN
elfihrist  eL-fIh-'rIst
zamanisida  za-ma-nI-sI-'da
ğezaliy  Ge-za-'LIj
suhravelerniñ  suh-ra-ve-Ler-'nIN
işraq  IS-'raq
neziriyeliri  ne-zI-rI-je-LI-'rI
mozes  mo-'zes
herikitiniñ  he-rI-kI-tI-'nIN
kilişige  kI-LI-SI-'ge
divani  dI-va-'nI
ferhad  fer-'had
seddi  sed-'dI
lisanutteyr  LI-sa-nut-'tejr
luğeteyn  Lu-Get-'ejn
mehbubul  meh-bu-'buL
qulup  qu-'Lup
veffiye  vef-fI-'je
haleti  ha-Le-'tI
pehlivan  peh-LI-'van
talantliq  taLantLIq
edibi  e-dI-'bI
töhpikar  t@'h-pI-'kar
bağvéni  baG-v@-'nI
mol  moL
mévilik  m@-vI-'LIk
profésori  pro-f@-so-'rI
abduşkur  ab-duS-'kur
imin  I-'mIn
talay  ta-'Laj
yazmilirini  jaz-mI-LI-rI-'nI
arzu  ar-'zu
armanlirini  ar-man-LI-rI-'nI
xelqige  xeL-qI-'ge
zéqqa  z@q-'qa
qozğilişi  qoz-GI-LI-'SI
xeyrleşti  xejrLeStI
sadamniñ  sa-dam-nI-'N
subaha  su-ba-'ha
torfah  tor-'fah
alemdin  a-Lem-'dIn
ötkendin  @'t-ken-'dIn
tikritqa  tIk-rIt-'qa
namida  na-mI-'da
mesçit  mes-'tSIt
salğan  saL-'Gan
çirikler  tSI-rIk-'Ler
bedxeç  bed-'xetS
yurtida  jur-tI-'da
noruz  no-'ruz
dastan  das-'tan
hékayiliri  h@-ka-jI-LI-'rI
aptonum  ap-to-'num
icadiyet  I-dZa-dI-'jet
mukapatliriğa  mu-ka-pat-LI-rI-'Ga
şiérlirdin  SI-@r-LIr-'dIn
bolmaq  boL-'maq
qapliq  qap-'LIq
léntisi  L@n-tI-'sI
qilnip  qIL-'nIp
nusxa  nus-'xa
tarqitildi  tar-qI-tIL-'dI
qadirniñ  qa-dIr-'nIN
povést  pov-'@st
qilinip  qI-LI-'nIp
tonuşturuldi  to-nuS-tu-ruL-'dI
séñdürülgen  s@N-dy-ryL-'gen
ediby  ed-'Ibj
obzorlar  ob-zor-'Lar
camaetçilik  dZa-ma-et-tSI-'LIk
farabi  fa-ra-'bI
nasir  na-'sIr
asiyağa  a-sI-ja-'Ga
qalalmay  qa-LaL-'maj
seypud  sej-'pud
kirgende  kIr-gen-'de
fobgé  fob-'g@
tağisi  ta-GI-'sI
şillér  SIL-'L@r
génirx  g@n-'Irx
gyuti  gju-'tI
gérmanik  g@r-ma-'nIk
yazğuçilarniñ  jaz-Gu-tSI-Lar-'nIN
eserlirini  e-ser-LI-rI-'nI
kölemde  k@'-Lem-'de
kirişken  kI-rIS-'ken
çağlirini  tSaG-LI-rI-'nI
belx  beLx
medriside  med-rI-sI-'de
çaqçaqnimu  tSaq-tSaq-nI-'mu
heğdadiğa  heG-da-dI-'Ga
yetküzüp  jet-ky-'zyp
gunahliriñlarğa  gu-nah-LI-rIN-Lar-'Ga
keffaret  kef-fa-'ret
allah  aL-'Lah
bilip  bI-'LIp
turğuçidur  tur-Gu-tSI-'dur
sünen  sy-'nen
musned  mus-'ned
tonuldi  to-nuL-'dI
dokiniğa  do-kI-nI-'Ga
marujnini  ma-ruZ-nI-'nI
yidi  jI-'dI
aldinqilar  aL-dIn-qI-'Lar
buhrandin  buh-ran-'dIn
qutuluş  qu-tu-'LuS
otini  o-tI-'nI
ulğaytqan  uLGajtqan
fivralniñ  fIv-raL-'nIN
qarsu  qar-'su
bolusliqidiki  bo-Lus-LI-qI-dI-'kI
yaşlirini  jaS-LI-rI-'nI
biriya  bI-rI-'ja
yijov  jI-'Zov
mikoyanlarniñ  mI-ko-jan-Lar-'nIN
şepqetsizlikte  Sep-qet-sIz-LIk-'te
sitalindin  sI-ta-LIn-'dIn
vov  vov
emise  e-mI-'se
kepsile  kep-sI-'Le
xoram  xo-'ram
qaytişiñlarni  qaj-tI-SIN-Lar-'nI
likin  LI-'kIn
işek  I-'Sek
yükniñ  jyk-'nIN
yeñgillep  jeN-gIL-'Lep
qalğanliqidin  qaL-Gan-LI-qI-'dIn
bulup  bu-'Lup
qén  q@n
patmay  pat-'maj
kitiptu  kI-tIp-'tu
mandéla  man-d@-'La
şéslo  S@s-'Lo
kasradalarniñ  kas-ra-da-Lar-'nIN
ölümige  @'-Ly-mI-'ge
qayturuşi  qaj-tu-ru-'SI
zavutimiz  za-vu-tI-'mIz
cok  dZok
mehsulatlarnimu  meh-su-Lat-Lar-nI-'mu
bazarğa  ba-zar-'Ga
munbiride  mun-bI-rI-'de
méçkén  m@tS-'k@n
unvérstiti  un-v@rs-tI-'tI
inistitotiniñ  I-nIs-tI-to-tI-'nIN
sanaet  sa-na-'et
memuriy  me-mu-'rIj
kespiniñ  kes-pI-'nIN
forxat  for-'xat
mezmunda  mez-mun-'da
topumni  to-pum-'nI
körüñlar  k@'-ryN-'Lar
erepler  e-rep-'Ler
rayonlarniñ  ra-jon-Lar-'nIN
kurtlar  kurtLar
kétişidin  k@-tI-SI-'dIn
ğodravatidu  God-ra-va-tI-'du
éytildiğan  @j-tIL-dI-'Gan
qaramay  qa-ra-'maj
néfitliki  n@-fIt-LI-'kI
qiziltağ  qI-zIL-'taG
aqbulaq  aq-bu-'Laq
urqu  ur-'qu
şeytan  Sej-'tan
kerş  kerS
çépeyze  tS@-pej-'ze
şazğet  Saz-'Get
néfitliklerni  n@-fIt-LIk-Ler-'nI
uilgiri  u-IL-gI-'rI
mindiléf  mIn-dI-'L@f
şexsler  SexsLer
sözleşkeniken  s@'z-LeS-ke-nI-'ken
déplomatiye  d@p-Lo-ma-tI-'je
xevpiszliki  xev-pIsz-LI-'kI
aladin  a-La-'dIn
burucéd  bu-ru-'dZ@d
yogyakarta  jog-ja-kar-'ta
ayrodromida  aj-rod-ro-mI-'da
sirttikilerge  sIrt-tI-kI-Ler-'ge
heqqi  heq-'qI
ambar  am-'bar
zapisi  za-pI-'sI
tennerx  ten-'nerx
bésimi  b@-sI-'mI
paxtiniñ  pax-tI-'nIN
hertonnisi  her-ton-nI-'sI
renige  re-nI-'ge
alğuçiğa  aL-Gu-tSI-'Ga
uqturmiğan  uq-tur-mI-'Gan
ötünülgen  @'-ty-nyL-'gen
qilğuçiğa  qIL-Gu-tSI-'Ga
éytmiğan  @jt-mI-'Gan
işi  I-'SI
inavetsiz  I-na-vet-'sIz
çüşendürüşnamida  tSy-Sen-dy-ryS-na-mI-'da
tip  tIp
çüşendürülüşi  tSy-Sen-dy-ry-Ly-'SI
zörürtépilğanda  z@'-ryr-t@-pIL-Gan-'da
çértyujliri  tS@rtjuZLIrI
bérokns  b@rokns
mutexessisi  mu-te-xes-sI--sI-'sI
krifodkad  krI-fod-'kad
maqalisidiki  ma-qa-LI-sI-dI-'kI
böleklerniñ  b@'-Lek-Ler-'nIN
köçürülgenlikini  k@'-tSy-ryL-gen-LI-kI-'nI
haytiliq  haj-tI-'LIq
mari  ma-'rI
kaşusniñ  ka-Sus-'nIN
éğirliqta  @-GIr-LIq-'ta
körülidiğan  k@'-ry-LI-dI-'Gan
ösme  @'s-'me
néğmet  n@G-'met
mektepni  mek-tep-'nI
püttürüpla  pyt-ty-ryp-'La
yardemlişip  jar-dem-LI-'SIp
qayğurup  qaj-Gu-'rup
yiğlaşqan  jIG-LaS-'qan
momay  mo-'maj
yiğlimañlar  jIG-LI-maN-'Lar
balilirim  ba-LI-LI-'rIm
böbüş  b@'-'byS
dégeniken  d@-ge-nI-'ken
haman  ha-'man
yiğlaştin  jIG-LaS-'tIn
massaj  mas-'saZ
heyzniñ  hejznIN
kélişi  k@-LI-'SI
zembiroğluq  zem-bI-roG-'Luq
cinsi  dZIn-'sI
yalluğiğa  jaL-Lu-GI-'Ga
yuquş  ju-'quS
buzuq  bu-'zuq
xiyallarni  xI-jaL-Lar-'nI
taşlatquzuş  taS-Lat-qu-'zuS
méñisini  m@-NI-sI-'nI
küçlendürüş  kytS-Len-dy-'ryS
mecuni  me-dZu-'nI
nucah  nu-'dZah
ximiri  xI-mI-'rI
muqevvi  mu-qev-'vI
qarimiqidiki  qa-rI-mI-qI-dI-'kI
depüs  de-'pys
mektivide  mek-tI-vI-'de
qatar  qa-'tar
tekşürüşlerdin  tek-Sy-ryS-Ler-'dIn
ispatlinişiçe  Is-pat-LI-nI-SI-'tSe
pirsent  pIr-'sent
muxbirimiz  mux-bI-rI-'mIz
satquçidin  sat-qu-tSI-'dIn
qap  qap
kéfradin  k@f-ra-'dIn
almaqçi  aL-maq-'tSI
satquçi  sat-qu-'tSI
pokeydin  po-kej-'dIn
muxbirğa  mux-bIr-'Ga
dorini  do-rI-'nI
urugvay  u-rug-'vaj
qirğaq  qIr-'Gaq
tabara  ta-ba-'ra
vazçuz  vaz-'tSuz
tebrik  teb-'rIk
xob  xob
téxnikisi  t@x-nI-kI-'sI
conson  dZon-'son
hemrahliri  hem-rah-LI-'rI
fransiyiniñ  fran-sI-jI-'nIN
lajar  La-'Zar
parijdiki  pa-rIZ-dI-'kI
mébron  m@b-'ron
métro  m@t-'ro
békitiniñ  b@-kI-tI-'nIN
sayahetçi  sa-ja-het-'tSI
yétekçisi  j@-tek-tSI-'sI
eyrisniñ  ej-rIs-'nIN
saynt  sajnt
jérmayn  Z@r-'majn
sayahitini  sa-ja-hI-tI-'nI
çéqip  tS@-'qIp
çiqarğandin  tSI-qar-Gan-'dIn
astidiki  as-tI-dI-'kI
kavakta  ka-vak-'ta
yobname  job-na-'me
paragrafi  pa-rag-ra-'fI
xetler  xet-'Ler
oyuqluq  o-juq-'Luq
fehronisa  feh-ro-nI-'sa
qalğanliqini  qaL-Gan-LI-qI-'nI
şilimşiq  SI-LIm-'SIq
qatlimi  qat-LI-'mI
bufférlaş  buf-f@r-'LaS
belbéğimda  beL-b@-GIm-'da
tügüklük  ty-gyk-'Lyk
qeğizi  qe-GI-'zI
qelempur  qe-Lem-'pur
laçindane  La-tSIn-da-'ne
cözniñ  dZ@'z-'nIN
herbiri  her-bI-'rI
teñşelse  teN-SeL-'se
sumbul  sum-'buL
qaqile  qa-qI-'Le
sazeç  sa-'zetS
hindi  hIn-'dI
öşne  @'S-'ne
arilaşturulidu  a-rI-LaS-tu-ru-LI-'du
girejdanlarniñ  gI-reZ-dan-Lar-'nIN
hoquqi  ho-qu-'qI
iqtisadi  Iq-tI-sa-'dI
tereqqiyatniñ  te-req-qI-jat-'nIN
tereplerniñ  te-rep-Ler-'nIN
teminlep  te-mIn-'Lep
kijalgot  kI-ZaL-'got
quyaşni  qu-jaS-'nI
magabizos  ma-ga-bI-'zos
sodanis  so-da-'nIs
dahiylar  da-hIj-'Lar
gadloşiye  gad-Lo-SI-'je
araxosiye  a-ra-xo-sI-'je
caylarğiçe  dZaj-Lar-GI-'tSe
kéñeygen  k@-Nej-'gen
çek  tSek
tartiş  tar-'tIS
bag'osniñ  bag-'os-'nIN
orunlişi  o-run-LI-'SI
sulayman  su-Laj-'man
camasi  dZa-ma-'sI
gümbiziniñ  gym-bI-zI-'nIN
yavropadiki  jav-ro-pa-dI-'kI
custini  dZus-tI-'nI
çérkaviniñ  tS@r-ka-vI-'nIN
ögzisidin  @'g-zI-sI-'dIn
ingliz  IngLIz
çisi  tSI-'sI
aldinqisiniñ  aL-dIn-qI-sI-'nIN
miraviğ  mI-ra-'vIG
kéyinkisiniñ  k@-jIn-kI-sI-'nIN
béktaş  b@k-'taS
tarixçiniñ  ta-rIx-tSI-'nIN
tesvirligini  tes-vIr-LI-gI-'nI
moxac  mo-'xadZ
uruşiniñ  u-ru-SI-'nIN
ğelibisi  Ge-LI-bI-'sI
qapuğçi  qa-puG-'tSI
mustapaniñ  mus-ta-pa-'nIN
istanbulğa  Is-tan-buL-'Ga
beyge  bej-'ge
lagér  La-'g@r
basquçta  bas-qutS-'ta
mustapa  mus-ta-'pa
kamal  ka-'maL
partizanlarni  par-tI-zan-Lar-'nI
edirne  e-dIr-'ne
radéç  ra-'d@tS
tacavuzçi  ta-dZa-vuz-'tSI
armiyisiniñ  ar-mI-jI-sI-'nIN
hucumini  hu-dZu-mI-'nI
tosidi  to-sI-'dI
yéjofniñ  j@-Zof-'nIN
maqulliğan  ma-quL-LI-'Gan
zoblovdiki  zob-Lov-dI-'kI
daça  da-'tSa
ötkenki  @'t-ken-'kI
eslitip  es-LI-'tIp
gogol  go-'goL
şédrin  S@d-'rIn
çéxof  tS@-'xof
tolstoy  toLstoj
yazğuçilirini  jaz-Gu-tSI-LI-rI-'nI
noyabirda  no-ja-bIr-'da
staxanofiçlar  sta-xa-no-fItS-'Lar
xarkovni  xar-kov-'nI
qarşiliqqa  qar-SI-LIq-'qa
uçrimiğaçqa  utS-rI-mI-GatS-'qa
kazaçyalopanni  ka-zatS-ja-Lo-pan-'nI
qilğanidi  qIL-Ga-nI-'dI
zuñtuñiniñ  zuN-tu-NI-'nIN
xarri  xar-'rI
vavgan  vav-'gan
vardaman  var-da-'man
pelempeyde  pe-Lem-pej-'de
kütüvaldi  ky-ty-vaL-'dI
vekillirige  ve-kIL-LI-rI-'ge
yessevimu  jes-se-vI-'mu
köhne  k@'h-'ne
rabat  ra-'bat
qa  qa
xanimiñizniñ  xa-nI-mI-NIz-'nIN
féjlin  f@Z-'LIn
doxturni  dox-tur-'nI
çaqirtip  tSa-qIr-'tIp
baqsiñiz  baq-sI-'NIz
ésirléd  @-sIr-'L@d
normandiye  nor-man-dI-'je
gértsogniñ  g@rtsognIN
siñlisi  sIN-LI-'sI
émma  @m-'ma
teqdirini  teq-dI-rI-'nI
belgilidi  beL-gI-LI-'dI
milletniñ  mIL-Let-'nIN
ziddiyiti  zId-dI-jI-'tI
baştin  baS-'tIn
tügimidi  ty-gI-mI-'dI
hégrada  h@g-ra-'da
partlidi  part-LI-'dI
tehdittin  teh-dIt-'tIn
xaliy  xa-'LIj
etritini  et-rI-tI-'nI
déñizniñ  d@-NIz-'nIN
tumanliq  tu-man-'LIq
sikapavéxlov  sI-ka-pa-v@x-'Lov
bazisiğa  ba-zI-sI-'Ga
rauc  ra-'udZ
corc  dZordZ
palatada  pa-La-ta-'da
sözligen  s@'z-LI-'gen
mak  mak
donna  don-'na
xiglanliq  xIg-Lan-'LIq
déhqanniñ  d@h-qan-'nIN
dastanda  das-tan-'da
kentlerdin  kentLerdIn
çiñfeñze  tSIN-feN-z-'e
boğuzğa  bo-Guz-'Ga
barmiğan  bar-mI-'Gan
möcize  m@'-dZI-'ze
yaratmiğan  ja-rat-mI-'Gan
kocrainğa  kodZ-ra-In-'Ga
vaqtidila  vaq-tI-dI-'La
oxşiğanidi  ox-SI-Ga-nI-'dI
qişta  qIS-'ta
oçaqqa  o-tSaq-'qa
yaqimen  ja-qI-'men
yelpügüç  jeL-py-'gytS
yelpüymen  jeL-pyj-'men
zati  za-'tI
cugécin  dZu-g@-'dZIn
zipuy  zI-'puj
lañyaniñ  LaN-ja-'nIN
nenyañ  nen-'jaN
döpdögilek  d@'p-d@'-gI-'Lek
boğçini  boG-tSI-'nI
artivaptu  ar-tI-vap-'tu
çindin  tSIn-'dIn
ikensiler  I-ken-sI-'Ler
tocyenapuniñ  todZ-je-na-pu-'nIN
tilini  tI-LI-'nI
ebcex  eb-'dZex
yarağlarni  ja-raG-Lar-'nI
sétivélip  s@-tI-v@-'LIp
ecnebiylerniñ  edZ-ne-bIj-Ler-'nIN
konirap  ko-nI-'rap
nersilirige  ner-sI-LI-rI-'ge
béridiken  b@-rI-dI-'ken
biskilivifniñ  bIs-kI-LI-vIf-'nIN
oyma  oj-'ma
bésilivatqanda  b@-sI-LI-vat-qan-'da
veyrançiliqqa  vej-ran-tSI-LIq-'qa
uçriğan  utS-rI-'Gan
kinaye  kI-na-'je
qérilarniñ  q@-rI-Lar-'nIN
ğot  Got
ğotidin  Go-tI-'dIn
püf  pyf
démey  d@-'mej
kap  kap
yutuvéliş  ju-tu-v@-'LIS
itiqadşunaslar  I-tI-qad-Su-nas-'Lar
alvasti  aL-vas-'tI
micezni  mI-dZez-'nI
köridu  k@'-rI-'du
konséssiyilerde  kon-s@s-sI-jI-Ler-'de
cofri  dZof-'rI
koçisi  ko-tSI-'sI
isimlarni  I-sIm-Lar-'nI
püz  pyz
dégenni  d@-gen-'nI
ğadiyip  Ga-dI-'jIp
yürüydu  jy-ryj-'du
erkinliki  er-kIn-LI-'kI
pöz  p@'z
omumiy  o-mu-'mIj
télégrammilarğa  t@-L@g-ram-mI-Lar-'Ga
çiqmidiğu  tSIq-mI-dI-'Gu
rin  rIn
cigu  dZI-'gu
xorinci  xo-rIn-'dZI
xéy  x@j
şiñén  SI-'N@n
niytide  nIj-tI-'de
sitajim  sI-ta-'ZIm
hésablinişi  h@-sab-LI-nI-'SI
coc  dZodZ
addi  ad-'dI
aşxanniñ  aS-xan-'nIN
xocayini  xo-dZa-jI-'nI
yobif  jo-'bIf
dina  dI-'na
mozatniñ  mo-zat-'nIN
ehvaliğan  eh-va-LI-'Gan
ağritatti  aG-rI-tat-'tI
qedimdin  qe-dIm-'dIn
şifigrafta  SI-fIg-raf-'ta
téviplar  t@-vIp-'Lar
camaetniñ  dZa-ma-et-'nIN
hörmitige  h@'r-mI-tI-'ge
toptoğra  top-toG-'ra
kiridu  kI-rI-'du
caffağa  dZaf-fa-'Ga
kox  kox
oçiqidin  o-tSI-qI-'dIn
baktiriyisini  bak-tI-rI-jI-sI-'nI
bayramniñ  baj-ram-'nIN
tebietni  te-bI-et-'nI
küyleştin  kyj-LeS-'tIn
zox  zox
bezme  bez-'me
ussulliri  us-suL-LI-'rI
ravaclandi  ra-vadZ-Lan-'dI
cucuf  dZu-'dZuf
qirpane  qIr-pa-'ne
keşmir  keS-'mIr
racagra  ra-dZag-'ra
qehriva  qeh-rI-'va
nomi  no-'mI
yulğun  juL-'Gun
yuñiğa  ju-NI-'Ga
qaytti  qajt-'tI
dübdügilek  dyb-dy-gI-'Lek
tériq  t@-'rIq
patmiğan  pat-mI-'Gan
gélimğa  g@-LIm-'Ga
kallisi  kaL-LI-'sI
ğoldur  GoL-'dur
ğop  Gop
dégendekla  d@-gen-dek-'La
yüsüpüm  jy-sy-'pym
zindandin  zIn-dan-'dIn
bende  ben-'de
sözlişişnimu  s@'z-LI-SIS-nI-'mu
xalimaydu  xa-LI-maj-'du
xeter  xe-'ter
béliqçi  b@-LIq-'tSI
paxomniñkige  pa-xom-nIN-kI-'ge
bériñlar  b@-rIN-'Lar
batuxan  ba-tu-'xan
korojiçnaya  ko-ro-ZItS-na-'ja
ormanğa  or-man-'Ga
koyi  ko-'jI
püñlüm  pyN-'Lym
gepliri  gep-LI-'rI
meşede  me-Se-'de
qalsun  qaL-'sun
dijon  dI-'Zon
nizariniñ  nI-za-rI-'nIN
mefte  mef-'te
elfix  eL-'fIx
mezhipidin  mez-hI-pI-'dIn
henifiye  he-nI-fI-'je
mezhipige  mez-hI-pI-'ge
padişahimu  pa-dI-Sa-hI-'mu
lyañbavni  LjaN-bav-'nI
esvabi  es-va-'bI
muzikant  mu-zIk-'ant
çoz  tSoz
reñgareñ  reN-ga-'reN
miladiyiniñ  mI-La-dI-jI-'nIN
curcan  dZur-'dZan
atamani  a-ta-ma-'nI
sellan  seL-'Lan
tuğla  tuG-'La
vadisini  va-dI-sI-'nI
tölöslerge  t@'-L@'s-Ler-'ge
zéminiğa  z@-mI-nI-'Ga
qañqillarniñ  qaN-qIL-Lar-'nIN
qebilisini  qe-bI-LI-sI-'nI
hunlarniñ  hun-Lar-'nIN
qisimlirini  qI-sIm-LI-rI-'nI
qoşuvélip  qo-Su-v@-'LIp
qirğiqidiki  qIr-GI-qI-dI-'kI
ötüken  @'-ty-'ken
bargah  bar-'gah
çurtuğ  tSur-'tuG
qağan  qa-'Gan
atidi  a-tI-'dI
rametni  ra-met-'nI
encir  en-'dZIr
peğnevidin  peG-ne-vI-'dIn
ğicdevaniniñ  GIdZ-de-va-nI-'nIN
tesevop  te-se-'vop
bağlinişdin  baG-LI-nIS-'dIn
foñgi  foN-'gI
xelipe  xe-LI-'pe
qiliç  qI-'LItS
xanni  xan-'nI
dunyadin  dun-ja-'dIn
yoqitip  jo-qI-'tIp
tikleñlar  tIk-LeN-'Lar
qiptu  qIp-'tu
bovamniñ  bo-vam-'nIN
qomandan  qo-man-'dan
hörmetke  h@'r-met-'ke
kajémyak  ka-Z@m-'jak
bovamğa  bo-vam-'Ga
fabuç  fa-'butS
tağil  ta-'GIL
öküz  @'-'kyz
qavul  qa-'vuL
arban  ar-'ban
çag  tSag
ataytti  at-ajt-'tI
künni  kyn-'nI
ötküzgendin  @'t-kyz-gen-'dIn
tapşuruqi  tap-Su-ru-'qI
orunlaşturğan  o-run-LaS-tur-'Gan
derstin  derstIn
tekrar  tek-'rar
tapşuruqini  tap-Su-ru-qI-'nI
işleydiken  IS-Lej-dI-'ken
kursi  kur-'sI
kurjiklarğa  kur-ZIk-Lar-'Ga
qatnişidiken  qat-nI-SI-dI-'ken
lasa  La-'sa
xevepsizlik  xe-vep-sIz-'LIk
tarmaqliri  tar-maq-LI-'rI
şehiridiki  Se-hI-rI-dI-'kI
yiçün  jI-'tSyn
dukkiniğa  duk-kI-nI-'Ga
délosidiki  d@-Lo-sI-dI-'kI
gumandari  gu-man-da-'rI
byenciniñ  bjen-dZI-'nIN
sacya  sadZ-'ja
éniqlidi  @-nIq-LI-'dI
aptomobildiki  ap-to-mo-bIL-dI-'kI
maylişip  maj-LI-'SIp
béqsip  b@q-'sIp
tuñniñ  tuN-'nIN
aşqan  aS-'qan
qorumilar  qo-ru-mI-'Lar
toşup  to-'Sup
boluptu  bo-Lup-'tu
çayxana  tSaj-xa-'na
xoxül  xo-'xyL
docyé  dodZ-'j@
çayxanamniñ  tSaj-xa-nam-'nIN
tesirge  te-sIr-'ge
sodam  so-'dam
höccetniñ  h@'dZ-dZet-'nIN
yeşmisini  jeS-mI-sI-'nI
işligüçi  IS-LI-gy-'tSI
lévşis  L@v-'SIs
soğdi  soG-'dI
höccetlirini  h@'dZ-dZet-LI-rI-'nI
islahatidin  Is-La-ha-tI-'dIn
çilan  tSI-'Lan
bölcürgen  b@'L-dZyr-'gen
ebnos  eb-'nos
kallekbesey  kaL-Lek-be-'sej
köki  k@'-'kI
yañyu  jaN-'ju
tatliqyañyu  tat-LIq-jaN-'ju
qatarliqlarda  qa-tar-LIq-Lar-'da
liziçiñ  LI-zI-'tSIN
senvin  sen-'vIn
şins  SIns
şucu  Su-'dZu
tavuşiğa  ta-vu-SI-'Ga
fonétikisidin  fo-n@-tI-kI-sI-'dIn
tavuş  ta-'vuS
sozuq  so-'zuq
tavuştin  ta-vuS-'tIn
terkib  ter-'kIb
yéziqni  j@-zIq-'nI
pir  pIr
ustazniñ  us-taz-'nIN
xizmitide  xIz-mI-tI-'de
yurti  jur-'tI
laykusğa  Laj-kus-'Ga
saqliqni  saq-LIq-'nI
tébabitige  t@-ba-bI-tI-'ge
öçmes  @'tS-'mes
qoşqan  qoS-'qan
mevcudqa  mev-dZud-'qa
démukiratiye  d@-mu-kI-ra-tI-'je
tarmaq  tar-'maq
birleşmiler  bIr-LeS-mI-'Ler
qatlamlarniñ  qat-Lam-Lar-'nIN
éqtisadniñ  @q-tI-sad-'nIN
bolivatqanliqiniñ  bo-LI-vat-qan-LI-qI-'nIN
bolişi  bo-LI-'SI
elmisaqtin  eL-mI-saq-'tIn
davamlişip  da-vam-LI-'SIp
yoliniñ  jo-LI-'nIN
xarablişişi  xa-rab-LI-SI-'SI
rohiytidiki  ro-hIj-tI-dI-'kI
békinme  b@-kIn-'me
haletniñ  ha-Let-'nIN
şekillinişide  Se-kIL-LI-nI-SI-'de
vekillikidiki  ve-kIL-LI-kI-dI-'kI
hextum  hex-'tum
ezem  e-'zem
bivaste  bI-vas-'te
körünerlik  k@'-ry-ner-'LIk
şotini  So-tI-'nI
buzğan  buz-'Gan
tanisi  ta-nI-'sI
